순번,발생 일시,발생 유형,현업 부서,단계,이슈 발생 보고,대응 결과
1013,2025-07-28,기획자료,IR그룹,관심,"[메트로신문] 포스코인터내셔널, 상반기 실적 방어 기대...'3대 사업'이 버팀목",https://www.metroseoul.co.kr/article/20250728500099
,2025-07-29,기사게재,,,"[더트래커]포스코인터, 폴란드 구동모터코아 공장 10월 1일 준공",https://thetracker.co.kr/View.aspx?No=3728454
1014,2025-07-31,기획자료,E파워트레인부품그룹,관심,"[파이낸셜뉴스] “전기차 올 인”…포스코인터, 핵심 부품 매출 14배 늘린다",https://www.fnnews.com/news/202507291400454677
1016,2025-07-31,보도자료,IR그룹,관심,"[연합外] 포스코인터, 2Q 영업익 전년비 10%↓…하반기 대형 프로젝트 '눈앞'(종합)",https://news.einfomax.co.kr/news/articleView.html?idxno=4367617
1017,2025-07-31,기자 문의,,관심,"1) 이슈발생: 25.07. 31
2) 대응단계: 1단계 (관심)
3) 발생내용: 더구루 오소영 기자 
최근에 방글라데시 정부 구매자문위원회 회의에서 LNG 조달 2건을 승인했는데 하나가 포스코인터인데. 사실확인요청. 
작년 방글라 정부와 맺은 EOI와 연관된 사업인지. 총계약물량과 공급기간은 어떻게 되는지.

.https://unb.com.bd/category/Bangladesh/govt-approves-procurement-of-2-lng-cargoes/165102

4) 대응 (에너지정책그룹 왕희훈 리더님께 문의 완료) 
- 금액 단위 수정 필요 5500억 -> 550억
- 수출 x -> 삼국간 트레이딩
- 반정부 문구 삭제 요청 -> 반정부와 상관없이 스팟 트레이딩은 지속적으로 해옴. 
- 작년 12월 방글라 정부에 EOI 제출한것과 다른 별개의 스팟 거래. ",
1018,2025-07-31,,,,"""1) 이슈발생: 25.07. 31
2) 대응단계: 1단계 (관심)
3) 발생내용: 조선비즈 이인아 기자 
최근에 방글라데시 정부 구매자문위원회 회의에서 LNG 조달 2건을 승인했는데 하나가 포스코인터인데. 사실확인요청. 
작년 방글라 정부와 맺은 EOI와 연관된 사업인지. 총계약물량과 공급기간은 어떻게 되는지.

.https://unb.com.bd/category/Bangladesh/govt-approves-procurement-of-2-lng-cargoes/165102

4) 대응 (에너지정책그룹 왕희훈 리더님께 문의 완료) 
""",
1019,2025-08-01,기획자료,,관심,[이투데이] 관세협상 타결로 美LNG 사업 주목…밸류체인 갖춘 기업들 기대,https://www.etoday.co.kr/news/view/2493376
1020,2025-08-01,기획자료,,관심,"[리버티코리아] 포스코인터내셔널, 철강 관세 영향 적을 듯...알래스카 LNG 투자 전망은?",https://www.lkp.news/news/articleView.html?idxno=67378
1021,2025-08-04,기획자료,,관심,[머니S] 북미 LNG 수입 본격화…'선제 투자' 포스코인터내셔널 빛 본다,https://www.moneys.co.kr/article/2025080416191418887
,2025-08-04,기획자료,,관심,"[더벨] 포스코인터, 발전 수익 급감…E&P가 버티며 ‘선방’
- 전년 동기 대비 부진한 실적 대비 긍정성 부각. 당사 입장 반영",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202507311418128640108995
1022,2025-08-04,기자 문의,투자관리1그룹,,"""1) 이슈발생: 25.08.04
2) 대응단계: 1단계 (관심)
3) 발생내용: 블로터 김수민 기자
홀딩스 IR자료에 영업외손실에 나라브리 자산매각손상이 있는데. 자산매각을 한 것인지?
 궁금하다. 
4) 대응 : 투자관리1그룹 식량사업관리섹션 / 대리

나라브리 지분 변화 없음.  1년에 한번 손상검토를 회계법상 해야하고. 
실제 현재가치보다 장부상 가치가 높을떄 미리 손상 처리를 함 으로써 장부가액을 조정함. ",
,2025-08-05,기자 문의,모스코모빌리티솔루션,관심,"<이슈 발생 보고>
1. 발생 일시: 2025.08.05. 09:45
2. 대응 단계: 1단계 (관심)
3. 발생 내용:  
   - 매체명: 이데일리  
   - 기자명: 김은경 기자  
   - 주요 내용: 포스코모빌리티솔루션의 스테인리스(STS) 사업 매각 추진 여부에 대해 문의.  
     구체적인 매각 대상, 일정, 배경 등에 대한 확인 요청.

4. 유관 의견 (포스코모빌리티솔루션 / 엄유나 과장):    
   - 사실 확인:  
     현재 포스코모빌리티솔루션(STS) 스테인리스 사업의 경우, 포스코에 매각하는 것으로 내부 결정된 상태.  
     다만, 이사회 안건 접수기간 중(8/6 마감)이며 정식 이사회 의결은 8월 중 예정.  
     이사회 일정이 확정되는대로 금주중 공고가 나갈 예정이며, 해당 시점 이후에는 보다 구체적인 설명 가능함.

5. 대응 방안: (하기 내용으로 포모솔과 원보이스 공조)  
   - ""사업 매각은 이사회 의결 사안이므로, 해당 사안에 대한 공식 공고 전까지는 구체적인 매각 조건, 일정 등을 언급하기 어려운 상황.""  ",https://www.edaily.co.kr/News/Read?newsId=05654726642265024&mediaCodeNo=257&OutLnkChk=Y
,2025-08-06,기사 게재,,관심,"포스코인터, 말레이시아 친환경 흑연·그래핀 공급 논의…공급망 '탈중국' 가속화",https://www.theguru.co.kr/news/article.html?no=90226
1024,2025-08-08,기자 문의,구조조정 TF,,"""1) 이슈발생: 25.08.08
2) 대응단계: 1단계 (관심)
3) 발생내용: 서울경제 이영호 기자
중국 포스코아 매각 주관사가 KPMG로 알고있는데 맞는지 궁금하다. 정보가 있어서 드라이하게 업데이트 기사 쓰려고 준비중이다. 우리쪽에서도 업데이트된 사항이 있다면 알려주면 좋겠다. 

4) 대응 : 구조조정 TF 최지은 과장
완벽히 끝나지 않아서 매각주관사 현업에서 알려주길 어려워한다. 특이 사항 없는것으로 알고 있다. 

(팩트) KPMG 맞고, 계약은 완료되었으나 세부사항 조율로 인해 아직 딜클로징이 되지 않은 상태. ",
1027,2025-08-11,기자 문의,,,"""1) 이슈발생: 25.08.11
2) 대응단계: 1단계 (관심)
3) 발생내용: 한국일보 오지혜 기자
포스코인터가 동남아에서 lng나 석유전 개발하거나 cc(u)s프로젝트 하는게 뭐가 있나?

4) 대응 : 
2024 지속가능경영 보고서 기반으로 설명하고 보고서 파일 공유. 
LNG 인도네시아 말레이시아 광구 탐사 진행중. CCS 는 인니국영석유회사와 공동 조사 협약 체결 및 착수. 단기적으로는 저장소 공동개발 지분참여 고려중이며, 중장기적으로는 CCS하업화 추진 예정. ",
1028,2025-08-11,기자 문의,열연수출1그룹,관심,"1) 이슈발생: 25.08.11
2) 대응단계: 1단계 (관심)
3) 발생내용: 철강금속신문 이사무엘 기자
 . 올해 1~7월 누적기준, 한국산 열연강판 수출이 전년동기비 118% 이상 증가(30만톤 수준)
 . 이와 관련, 증가 사유에 대한 확인 요청

4) 대응현황 : 열연수출1그룹 김정훈 대리
 . 고객사인 CSN에서 작년 11월에 PO라인 화재가 발생하여 단납기로 열연 PO를 구매해야 하는 상황 발생 (동 고객사향으로만 20만톤 판매)
 . 중국산에 대해서는 A/D 조사 등에 대한 현지 루머로 인하여 주요 고객사들의 한국산 선호 증가 추세 
 . 동 상황을 굳이 상세히 언론에 전달하지 않았으면 하는 입장

5) 대응결과
 . 외신에도 유사한 내용이 있어 ""중국산 A/D 조사로 인한 한국산 수요 증가 등으로 포스코/현대/동국 등의 '25년 수출물량 증가""로 입장 전달

[참고] https://www.argusmedia.com/zh/news-and-insights/latest-market-news/2719567-brazil-s-hrc-import-sources-shift-more-in-july",
1029,2025-08-12,기자 문의,,관심,"1) 이슈발생: 25.08.12
2) 대응단계: 1단계 (관심)
3) 발생내용: 헤럴드경제 고은결 기자
 . 오늘 상의 비즈니스 포럼 전에 롯데호텔에서 이계인 사장님이랑 베트남 산업부 장관이랑 만나신 내용 무엇인지
이 자리는 베트남 정부 쪽에서 먼저 요청한 거겠지요??

4) 대응현황 : 

그룹차원에서 베트남과 협력할수 있는것을 논의한것으로 알고 있음. 
누가 요청했는지 알수 없음. 
(홀딩스에도 동일내용 문의했다는것 확인)

",https://biz.heraldcorp.com/article/10552314?ref=naver
1030,2025-08-12,기사게재,,관심,"기후솔루션 측, ""폭염 손실기여액"" 분석 보고서 게재
온실가스를 가장 많이 배출한 순서대로, 10대 기업은 포스코, 한국남동발전, 한국동서발전, 한국남부발전, 한국중부발전, 한국서부발전, 현대제철, 삼성전자, 쌍용씨앤이(C&E), 포스코인터내셔널 등이다.

-> 무대응",https://www.hani.co.kr/arti/society/environment/1212658.html
1030,2025-08-13,기획자료,,관심,"[머니투데이] 전기차, 가스에 팜유까지…하반기 '레벨업' 노리는 포스코인터",https://news.mt.co.kr/mtview.php?no=2025081215085957509
1032,2025-08-13,기획자료,,관심,"[한국일보] ""LNG 뽑고 탄소저장까지"" 동남아 종횡무진 석유 메이저들...한국 서둘러 손잡아야",https://www.hankookilbo.com/News/Read/A2025081116570005842?did=NA
1033,2025-08-13,보도자료,사회공헌그룹,관심,"[국민일보外] 포스코인터, 중국 임정청사에 고해상도 컬러강판 안내판 설치",https://www.kmib.co.kr/article/view.asp?arcid=1755065677&code=11151400&cp=nv
1034,2025-08-17,기획자료,,관심,"[이투데이] “상사맨은 다해”…종합상사, 무역 넘어 에너지·식량 등 영토 확장",https://www.etoday.co.kr/news/view/2494358
1035,2025-08-15,기자 문의,,관심,"1) 이슈발생: 25.08.15
2) 대응단계: 1단계 (관심)
3) 발생내용: 블로터 김수민기자

이스틸포유 지분매각이 반기보고서에 올라왔는데, 철스크랩사업을 포스코로 이관한 것의 연장선상인지?

4) 대응현황 :  투자관리 1그룹 김지윤 차장

온라인 플랫폼 시장선점을 위해 22년 이스틸포유를 론칭했으나, 
포스코 재를 사서 온라인상 파는 것이다보니, 포스코의 영향력이 매우 컸고 매해 적자 발생했다. 포스코도 온라인 플랫폼이 필요한상황에서 상호 이해관계가 맞아 지분 매각하게 되었다. 

>> (원보이스 답변) 이스틸포유는 포스코재를 판매하는 온라인 플랫폼이었다. 포스코재를 판매하는게 주 목적이었다 보니 그룹사 내 효율강화를 위해 지분 매각 하게 되엇다. 
",
1036,2025-08-19,보도자료,곡물1그룹,관심,[세계일보外] 곡물 공급망 넓히는 포스코인터… ‘식량안보’ 힘 보탠다,https://www.segye.com/newsView/20250819515524?OutUrl=naver
1037,2025-08-20,기자 문의,사회공헌그룹,관심,"1) 이슈발생: 25.08.20
2) 대응단계: 1단계 (관심)
3) 발생내용:뉴스웨이 황예인 기자

상표권 등록 사이트를 보는데 포스코인터내셔널의 펭귄캐릭터가 등록되어있고 활용범위에 인형, 쿠션 등등이 적혀있다. 이걸로 무슨 사업하시는거냐?

4) 대응 :  

사내 내부 커뮤니케이션시 사용하는 캐릭터. 내부용임을 강조. 사회공헌 등 사내의 이벤트를 직원들에게 알릴때 사용하는 용도 만든 것. ",
1038,2025-08-22,기획자료,모터코아판매그룹,관심,"[더벨] 포스코인터내셔널, R&D 조직 키워 신사업 안착",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202508191430347040107383
1039,2025-08-25,기획자료,,관심,[Korea Herald] Posco International pushes global expansion to secure W1tr profit,https://www.koreaherald.com/article/10561269
1040,2025-08-26,기자 문의,,,"1) 이슈발생: 25.08.26
2) 대응단계: 1단계 (관심)
3) 발생내용:한국일보 오지혜 기자

미국 알래스카 관련해서 JV 소식이 들려오던데 맞느냐? 휴스턴이라고 들었다. 올해 3월쯤 기사 보니 LNG 미드스트림 시설 만든다고 하던데 이거 아니냐.  

4) 대응 :  
알래스카 JV는 금시초문임. 휴스턴에 지사가 있는것은 맞음.  지사의 주 목적이 에너지라기보다는 회사의 전체적인 철강 소재 식량 등 트레이딩을 하는 것이 목적임. 미국에 미드스트림 사업을 하려고 알아보고 있는것은 맞으나, 에너지 밸류체인 확장 측면에서 알래스카와 별개의 시점부터 관심이 있었던 분야임. 그러나 아직 가시적인 성과는 없는 상황. ",
1041,2025-08-26,기자 문의,,,"1) 이슈발생: 25.08.26
2) 대응단계: 1단계 (관심)
3) 발생내용: 더구루 정예린 기자


https://me.gov.ua/News/Detail/604d1209-299e-4f58-bbbb-834a7e7719bc?lang=uk-UA&title=MinekonomikiObgovoriliPrioritetniInvestitsiiniProktiZPredstavnikamiBiznesuRespublikiKoreia

1.참석자 정확한 성함과 직책이 궁금합니다
2.우크라이나 현지 법인이 아닌 국내 사업 담당 임원분이 현지에 가시게 된 배경이 있을까요? 국내에서 가신 분은 김용혁 상무님이 맞으실까요?
3.열병합발전소 얘기가 계속해서 나오고 있는데 앞서 말씀주셨던 것처럼 포스코인터는 전혀 관여하지 않는 사업인걸까요? 
4.곡물터미널 재가동 얘기가 언급됐는데 현재 우크라이나 곡물터미널 운영 현황과 향후 재가동 계획 구체화된 게 있을까요?
5.철도 도입 사업 관련 포스코인터가 어떤 방식으로 참여하는 걸까요? 
6.재건 프로젝트 관련해서는 어떤 방식으로 참여하는 걸까요? 

4) 대응

1. 2.원문에 있는 내용으로 확인하시는 것이 좋을 것같음. 따로 확인드리기 어려움. 
3. 해당 사업 참여 여부 확정된 부분이 없음. 
4. 곡물터미널도 전쟁 중에 항상 재가동을 전제로 유지하고 있었던것. 전쟁 종료시 빠르게 사업 재개를 하기 위해 상시 노력 중
5.6. 종합사업회사 특성상 항상 사업 발굴을 하고 있는 것이고, 확정되지 않은 사업에 대해 현 시점에서 답변할 수 있는것이 없음. ",
1042,2025-08-27,기자 문의,신사업기획그룹,관심,"어제 오후에 브릿지경제에서 당사-한수원-센트러스 MOU 관련 추가 문의가 있었습니다. 이에 대하여 신사업기획그룹과 확인한 답변이온데, 특이사항 없으시면 오전 중에 출입기자에 내용 전하겠습니다.

1) 이슈발생: 25.08.26 17:00
2) 대응단계: 1단계 (관심)
3) 발생내용: 브릿지경제 장애리 기자
4) 문의내용 및 답변방향(신사업기획그룹 확인)
Q. 핵연료 조달 사업, 국내 민간기업 최초인지
A. 포스코인터내셔널은 한수원과 해외 농축우라늄 공급망 확보에 참여한 국내 최초 민간기업입니다.
 
Q. 포스코인터가 이번 협약, 관련 사업으로 중장기적으로 기대하는 전략적 효과
A. 기 전달한 회사 입장처럼, 농축우라늄 공급망 확보를 시작으로 핵연료 밸류체인을 확대하고자 합니다.
 
Q. 핵연료 사업이 회사 전체 포트폴리오에서 갖는 의미 (현재 설명할 만한 수준인지) 궁금합니다.
A. 동 사업의 포트폴리오상 의미를 설명 드리기에는 사업 초기 단계이기에 답변 드리기 어려운 점 양해 부탁 드립니다.",
1042,2025-08-28,기획자료,신사업기획그룹,관심,"[브릿지경제] 곡물·LNG 이어 핵연료까지⋯ 포스코인터, 자원안보 밸류체인 확장",https://www.viva100.com/article/20250827500829
1044,2025-08-29,기획자료,자금그룹,관심,"[연합인포맥스] 포스코인터, AA 신용등급 넘본다…한신평 등급전망 상향",https://news.einfomax.co.kr/news/articleView.html?idxno=4372144
1045,2025-09-01,기획자료,IR그룹,관심,"[아시아투데이] 식량·소재서 에너지까지…포스코인터, 3대축 사업 확대 본격화",https://m.asiatoday.co.kr/kn/view.php?key=20250901010000415
1045,2025-09-02,기자문의,소재바이오사업운영섹션,관심,"<이슈 발생 보고>
1. 발생 일시: 2025. 09. 02. 17:00
2. 대응 단계: 1단계 (관심)
3. 발생 내용: (더벨 임효진 기자 문의)
- 최근 3개년 간 팜(Palm)사업 영업이익 수치 및 정제사업 진출 기대효과 문의

4. 대응 답변 : (소재바이오사업운영섹션 김준표 리더, IR그룹 유근석 리더 협의 완료)
대외공개 리스크 없음, 하기 내용 제공

- 3개년 영업이익
2022년: 영업이익 80.4백만불
2023년: 영업이익 52.6백만불
2024년: 영업이익 60.4백만불

- 기대효과 
당사의 팜사업은 업스트림(농장) 중심 구조에서 다운스트림(정제/가공)까지 확장하여 수익성 제고 및 포트폴리오 다변화를 추진 중. 연료/식용/유지화학 등 고부가 제품군으로의 진입을 위한 교두보이자, 성장성이 높은 신흥시장 수요 대응 측면에서도 전략적 가치가 있음

5. 대응 결과 (예정):
내일중 멤버십 기사 게재 추진으로 모니터링 예정",
1046,2025-09-02,기획자료,모터코아판매그룹,관심,[서울경제] 美 빅테크 뚫은 포스코인터…6000억 핵심부품 수주,https://www.sedaily.com/NewsView/2GXQFQ50GV
1048,2025-09-02,기획자료,,관심,"[브릿지경제] “전기차 시장도 잡겠다”... 포스코인터, 모터코어 글로벌 입지 ‘쑥쑥’",https://www.viva100.com/article/20250902500882
1049,2025-09-02,기획자료,모터코아판매그룹,관심,[더벨] 구동모터코아 이끄는 자동차부품 사업 '본궤도',https://www.thebell.co.kr/free/content/ArticleView.asp?key=202508201602410720106325&lcode=00&page=1&svccode=00
1050,2025-09-02,기획자료,IR그룹,관심,[더벨] '제2의 미얀마' 호주 세넥스 증산 시동,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202509010944183680105268&lcode=00&page=1&svccode=00
1051,2025-09-03,기획자료,소재바이오사업운영섹션,관심,"[더벨] 제2의 LNG, ‘팜유 밸류체인’ 본격 구축",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202509030808419260105392
1052,2025-09-04,기획자료,자금그룹,관심,"[더벨] 등급 전망 '긍정적' 포스코인터, 회사채 수요예측 기대감",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202509011752403480103181&lcode=00&page=1&svccode=00
1053,2025-09-04,기획자료,IR그룹,관심,"[한국일보] ""종합상사주에서 성장 에너지 기업주로… '플랫폼 플레이어'로 진화""",지면게재
1054,2025-09-04,보도자료,사회공헌그룹,관심,"[이투데이外] 포스코인터내셔널, ‘시장개척단’ 통해 3년간 중소기업 해외진출 지원",https://www.etoday.co.kr/news/view/2503217
1055,2025-09-08,기획자료,소재바이오사업운영섹션,관심,"[더벨] 북미에서 중남미·흑해까지, 곡물 공급망 강화한다",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202509031527483080101017
1056,2025-09-09,기획자료,에너지정책그룹,관심,[매일일보] '종합상사의 무한변신'…무역 넘어 에너지 개척 선봉장으로,https://www.m-i.kr/news/articleView.html?idxno=1279946
1057,2025-09-10,기사게재,홍보그룹,주의,"[뉴시안] [단독] 포스코인터내셔널, 알래스카 LNG사업 참여...10일 伊서 글렌파른과 서명식
하기 요청사항 반영 완료
- 제목 : 검토 수준으로 톤 다운
- 40만톤, 100만톤 숫자 삭제
- APEC 삭제 : 금시초문",https://www.newsian.co.kr/news/articleView.html?idxno=82133
1058,2025-09-10,기자문의,인프라부품그룹,관심,"1) 이슈발생: 25.09.06
2) 대응단계: 1단계 (관심)
3) 발생내용: 더구루 정예린 기자


https://www.business-standard.com/markets/capital-market-news/acme-solar-gains-after-placing-2-gwh-bess-order-via-posco-international-125090800673_1.html


인도 ACME 솔라 홀딩스라는 회사가 중국 Chuzhou Lishen이라는 회사로부터 BESS를 구매했는데 이 과정에서 포스코인터가 중개 역할을 했다는 현지 기사가 나왔는데요. 관련 기업에서 자료를 배포했는데 포스코인터 관계자분 멘트가 포함돼 있더라고요. Jason Lee, Director of Posco International 이 분이신데 혹시 정확한 한국 이름과 직책을 알 수 있을까요? 

4) 대응

원문 이상의 정보를 드리기 어려움. 포스코인터내셔널 관계자정도 적어주시면 제일 좋을것 같음. 

** 제이슨리는 모빌리티사업실 인프라부품 이준혁 그룹장. 회사 이름을 삭제해달라고 요청. 해당 기사는 중국 QQ기사를 인도의 '비즈니스스탠다드' 매체가 받아쓴것으로 보임. QQ기사는 당사 요청으로 수정하여 '포스코인터내셔널' 사명과 인터뷰가 모두 빠졌지만, 인도기사는 수정되기 전 작성된것으로 보이고, 외신을 받아쓴 기사 수정은 쉬운 작업이 아님을 설명",https://www.theguru.co.kr/news/article.html?no=91531
1059,2025-09-12,기획자료,홍보그룹,관심,"[연합뉴스外]포스코인터, 美알래스카 LNG사업 검토…20년간 연 100만t 규모(종합)",https://www.yna.co.kr/view/AKR20250912021751003?input=1195m
1060,2025-09-12,기자문의,홍보그룹,관심,"1) 이슈발생: 25.09.12
2) 대응단계: 1단계 (관심)
3) 발생내용: 한국일보 오지혜 기자 

당사의 알라스카 프로젝트 참여 PRE AGREEMENT 관련문의. 

-이번 합의에는 연간 100만톤의 LNG오프테이크를 20년간 체결하는 HOA에 관한 초기 조건이 포함된다 = > 이 내용이 말이 안되는거같아요. 

pre agreement → lng오프테이크, 강재공급, 투자//에 합의해 나가자는 내용 

agreement의 initial terms 
1) 강재 공급 
2) LNG오프테이크(HOA 조건 = 20년, 100만톤) 
3) lng 프로젝트 투자 

이렇게 되는것이 아닌지요? 그래서 이번 pre agreement가 잘 되면 실제 파트너십으로 맺어지고 위에 이니셜텀즈를 해나가는 방향으로 가는거 아닌가용? 

4) 대응

이해하신 정보가 맞음. 일반적으로 HOA는 에너지업계에서 사용하는 계약의 공식 명칭이고 PRE AGREEMENT는 에너지업계만이 아닌 일반적으로 많이 사용되는 구속력이 없는 합의서의 명칭임. ",https://www.hankookilbo.com/News/Read/A2025091213470001288?did=NA
1061,2025-09-12,기자문의,대외협력그룹,관심,"1) 이슈발생: 25.09.12
2) 대응단계: 1단계 (관심)
3) 발생내용: 파이낸셜뉴스 권준호 기자 

UAE 사절단에 포스코인터 참석을 확인했는데, 사장님이 가시는 것인지?

4) 대응

사장님 동선은 홍보그룹에서 파악이 어렵다. 

** FACT:  오도길 냉연사업실장 참석 예정",
1062,2025-09-12,기자문의,IR그룹,관심,"<이슈 발생 보고>

1. 발생 일시: 2025.09.15. 10:20

2. 대응 단계: ① 관심 단계

3. 발생 내용: 더벨 홍다원 기자
- 주요 내용: 정경진 CFO 관련 주요 기사 작성 중. 프로필 사진 제공 요청.

4. 대응 방안: 당사는 특정 임원의 별도 프로필 사진을 공식 관리하거나 외부 제공하는 체계를 운영하지 않고 있음.
다만, 언론 요청 시 기본적인 IR 관련 자료나 기 발표된 콘텐츠(보도자료, 실적발표자료 등)를 통해 인물 정보를 간접적으로 참고할 수 있도록 안내",
1063,2025-09-15,보도자료,투자관리2그룹,관심,"[연합뉴스外] 포스코인터내셔널, 몽골 울란바토르시와 하수열 난방 사업 MOU 체결",https://www.yna.co.kr/view/PYH20250915128200003?input=1196m
1064,2025-09-15,기획자료,모터코아판매그룹,관심,[국민일보] 쉬지 않고 찍어내는 ‘전기차 심장’… “0.25㎜ 기술력으로 승부”,https://www.kmib.co.kr/article/view.asp?arcid=1757840544&code=11151400&cp=nv
1065,2025-09-16,보도자료,선박연료사업그룹,관심,"[매일경제外] 포스코인터내셔널·남부발전, 국내 LNG 벙커링 사업 활성화 손잡아",https://www.mk.co.kr/news/business/11420806
1066,2025-09-16,기자문의,법인지사관리그룹,관심,"<이슈 발생 보고>

1. 발생 일시: 2025.09.16. 1300

2. 대응 단계: ① 관심 단계

3. 발생 내용: 머니투데이방송 박동 현 기자
- 주요 내용: 
알제리 출장에서 알제리 대사를 만남. 포스코인터내셔널과 광물관련 협력을 한다고 들음. 어떤 사업인지 궁금함. 

4. 대응:법인지사관리이종일 리더/ 윤현식 지사장

알제리 대사께서 광물 관련 사업을 해보라는 제안이 있어, 관심은 있으며 실제 프로젝트가 있을 경우 대사관 및 공관의 자문과 지원을 받겠다 정도로 전달해놓은 상태라 합니다. 아직 구체적으로 진행되는 사업은 없습니다. ",
1067,2025-09-16,기자문의,법인지사관리그룹,관심,"<이슈 발생 보고>

1. 발생 일시: 2025.09.16. 1300

2. 대응 단계: ① 관심 단계

3. 발생 내용: 서울경제 정혜진 기자
- 주요 내용: 
사우디에서 진행되고 있는 사업이 궁금하다. 특히 재생에너지, 풍력사업 관련해서. 

4. 대응 : 법인지사관리 이종일 리더 확인 완료
사우디에서는 철강, 소재, 식량, 에너지 모두 무역업 영위중이고, 
재생에너지용 풍력타워에 사용되는 소재 공급 추진도 하고 있습니다. 

사우디아라비아는 Vision 2030 전략의 일환으로 국가 재생에너지 프로그램(NERP)을 추진, 2030년까지 약 100GW 규모의 신재생 발전 설비 구축을 목표로 하고 있다.

2022년부터 본격적으로 태양광 발전소 건설에 착수했으며, 매년 약 10~15GW 규모의 신규 프로젝트가 발주되고 있고 국부펀드 PIF도 재생에너지업체향 지분투자를 통한 재생에너지사업 지원을 확대 중에 있다.

사우디의 특수한 사막 기후 조건에 따라 태양광 패널 지지대에는 일반 도금강판 보다 모래바람과 외부 부식에 월등히 강한 소재가 요구된다.

포스코는 2014년에 기존의 아연도금보다 3배 이상 내식성이 뛰어난 삼원계(Mg/Al/Zn) 고내식 도금강판인 PosMAC을 개발하여 

2020년부터 사우디 최대 신재생에너지 개발사인 ACWA Power와 협업으로 강재를 공급하기 시작하였다.


포스코인터는 2025년 상반기까지 사우디아라비아향으로 약 9.3GW에 달하는 PosMAC 강재 19.4만톤을 공급하였으며,

현재 단일 PJT 기준 세계 최대 수준인 PIF6 PJT(14.2GW)향 소재도 연이어 수주를 성공하며 역내 최대 소재 공급처로의 입지를 다지고 있다.

 

2023년 신설된 포스코인터의 태양광강재그룹은 전문성을 기반으로 글로벌 PV Tracker(태양광추적장치) 기업(NEXTracker, Arctech, PV Hardare 등) 들과 직접 협력하며 프로젝트 대응력을 높였고 

그결과 NEOM, Al Shauibah, PIF3, PIF4등 사우디 주요 태양광 프로젝트에 PosMAC을 성공적으로 공급했으며, 현재도 다수의 신규 프로젝트에 대한 협의가 이어지고 있다.

한편, 포스코인터는 풍력 발전 대응을 위해 풍력강재그룹도 운영 중이다. 현지 제조사와 협력해 사우디 풍력 프로젝트에 강재 공급을 추진하며, 

태양광을 넘어 풍력 분야까지 신재생에너지 시장 내 입지를 확대해 나가고 있다.",
1068,2025-09-18,기획자료,자금그룹,관심,"[더벨]'AA' 눈앞 포스코인터, 정경진 CFO '차입 상환' 고삐",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202509120758519300102050
1069,2025-09-19,기획자료,홍보그룹,관심,"[연합뉴스外] 포스코인터내셔널, 미국에 희토류·영구자석 생산공장 신설 추진",https://www.yna.co.kr/view/AKR20250919084500003?input=1195m
1070,2025-09-22,기자문의,공공프로젝트그룹,관심,"<이슈 발생 보고>

1. 발생 일시: 2025.09.22. 1300

2. 대응 단계: ① 관심 단계

3. 발생 내용: 더구루 오소영 기자
- 주요 내용: 
 국토교통부가 주관한 글로벌 인프라 협력 컨퍼런스에서 이계인 사장님이랑 우크라이나 올렉시 쿨레바 재건 담당 부총리 만나신 거 보고 연락드려요. 우크라이나 정부에서 페이스북에 사진이랑 같이 올렸던데요. 잠깐 만나셔서 인사 정도 나누신 건지, 아님 별도 미팅이 있었는지, 우크라이나 정부 쪽에서는 도로 재건 사업 관련해 언급하던데 사업 관련된 논의가 있었는지 궁금해서요.  

https://www.facebook.com/photo?fbid=1219042726930573&set=pcb.1219044436930402 


4. 대응 :  공공인프라 진희철 과장/ 박병욱 부장 
우크라이나와 당사 양쪽의 현안에 대해 공유하는 자리였음. 특별히 새로 논의된 사항 없음. ",https://www.theguru.co.kr/news/article.html?no=92055
1071,2025-09-22,기획자료,모터코아판매그룹,관심,[한국경제] 종합상사 포스코인터의 변신…전기차 부품사업 잇단 확장,https://www.hankyung.com/article/2025092203351
1072,2025-09-24,기자문의,철강사업운영그룹,관심,"<이슈 발생 보고>

1. 발생 일시: 2025.09.24. 1400

2. 대응 단계: ① 관심 단계

3. 발생 내용: 한겨레 유하영 기자
- 주요 내용: 

철강 알루미늄 관세 관련해서 포스코인터내셔널은 어떤 영햐을 받는지 궁금하다. 

4. 대응 : 철강사업개발 통상 담당 이정민 과장

철강파생품 관세 부과로 본사 소재 및 멕시코 제작 모터코어에 관세가 부과되고 있으나,
철강 구성 비율에 대한 50% 관세 부과로, 실효 세율은 15% 수준입니다.
또한, 모터코어/자동차부품은 고객사 관세 부담 판매 및 모델별 계약으로 영향이 적습니다.",
1073,2025-09-24,기획자료,신사업기획그룹,관심,"[연합뉴스外] 포스코인터내셔널, SMR 등 글로벌 핵연료 공급시장 진출",https://www.yna.co.kr/view/AKR20250924064300003?input=1195m
